pl_rade,st_teff,st_rad,st_met,st_age,is_gas_giant
6.59,5350.0,0.824,0.03,1.7,1
3.88,5350.0,0.824,0.03,1.7,0
4.37,5345.0,0.914,0.07,8.0,0
1.044,5350.0,0.824,0.03,1.7,0
1.73,4491.0,0.682,-0.01,5.04,0
2.85,4491.0,0.682,-0.01,5.04,0
1.26549392,5026.0,0.765,-0.021,6.9,0
3.17214154,5783.0,1.253,0.21,6.5,0
1.67462172,5500.0,0.872,-0.064,6.1,0
1.59,4043.0,0.6,-0.11,1.0,0
1.92,4043.0,0.6,-0.11,1.0,0
1.33162691,5117.0,0.818,0.134,6.5,0
2.275,5942.0,1.072,-0.315,7.1,0
2.35,5942.0,1.072,-0.315,7.1,0
2.35,5942.0,1.115,-0.315,7.1,0
3.60929179,5520.0,1.7,0.486,0.0121,0
1.53899305,5288.0,0.889,-0.05,9.6,0
1.164,5185.0,0.793,-0.06,5.4,0
2.12,5185.0,0.793,-0.06,5.4,0
2.5,5695.0,0.95,0.14,3.0,0
11.209,6154.0,1.161,0.1,1.43,1
11.859122,5888.0,1.233,0.051,7.1,1
1.398,4950.0,0.745,0.07,0.36,0
1.315,4796.0,0.71,-0.082,0.36,0
1.335,4950.0,0.745,0.07,0.36,0
1.272,4796.0,0.71,-0.082,0.36,0
2.64,4950.0,0.745,0.07,0.36,0
2.363,4796.0,0.71,-0.082,0.36,0
16.06246934,6180.0,1.236,0.337,1.09,1
18.49485,6257.0,1.43,0.14,2.55,1
16.19697711,6360.0,1.261,0.137,1.02,1
14.5717,5630.0,1.59,0.34,5.63,1
5.68,5743.0,1.21,0.42,5.1,0
7.82,5743.0,1.21,0.42,5.1,1
3.44,3207.0,0.2932,0.15,0.73,0
2.71257333,5003.0,0.797,-0.02,8.2,0
2.67,3785.0,0.52,-0.13,1.0,0
18.41635529,6860.0,1.755,0.334,0.65,1
17.396368,6367.0,1.69,-0.14,1.9,1
9.52763359,5537.0,1.669,0.36,8.8,1
9.52765,5537.0,1.65,0.36,8.8,1
9.52763359,5445.0,1.642,0.36,9.3,1
9.50521563,5503.0,1.641,0.384,4.83,1
9.26982704,5490.0,1.663,0.372,8.8,1
2.41,5368.0,0.85,-0.08,7.0,0
2.41,5368.0,0.85,-0.08,7.0,0
2.513,5368.0,0.85,-0.08,7.0,0
1.71,5477.0,0.977,0.078,9.7,0
1.70824866,5420.0,0.92,0.033,7.8,0
4.48,5248.0,0.885,0.13,10.3,0
2.18575124,5680.0,0.973,0.078,4.9,0
7.5,5500.0,1.28,0.33,8.96,1
2.78,4140.0,0.607,0.0,0.12,0
9.33708092,5695.0,1.07,0.2,4.5,1
9.86390302,5625.0,1.1,0.27,6.6,1
9.494023,5695.0,1.07,0.2,4.5,1
1.9,3341.0,0.32,-0.21,1.0,0
11.209,5222.0,0.748,0.0,2.6,1
13.33871,5358.0,0.86,0.16,2.6,1
3.06,6302.0,1.511,-0.06,4.0,0
11.276254,6302.0,1.511,-0.06,4.0,1
1.589,5520.0,0.899,0.08,3.72,0
2.63,5725.0,1.09,0.07,6.8,0
2.14,3896.0,0.561,-0.32,1.0,0
2.25,3835.0,0.6,-0.01,1.0,0
2.078,3844.0,0.546,-0.157,6.9,0
2.29,3835.0,0.6,-0.01,1.0,0
1.582,3844.0,0.546,-0.157,6.9,0
1.69,3835.0,0.6,-0.01,1.0,0
1.72,3896.0,0.561,-0.32,1.0,0
1.77,3835.0,0.6,-0.01,1.0,0
1.458,3844.0,0.546,-0.157,6.9,0
1.52,3896.0,0.561,-0.32,1.0,0
1.62,3835.0,0.6,-0.01,1.0,0
1.65,3835.0,0.6,-0.01,1.0,0
11.646151,5425.0,0.844,-0.15,3.9,1
11.982421,5575.0,0.839,0.06,2.2,1
0.95,3300.0,0.196,-0.24,1.0,0
5.13,5275.0,0.845,-0.02,7.9,0
3.01,5275.0,0.845,-0.02,7.9,0
3.43,5275.0,0.845,-0.02,7.9,0
8.675766,5282.0,0.822,0.098,1.8,1
16.14096,6087.0,1.66,0.15,2.88,1
15.434793,6149.0,1.58,0.0,4.24,1
1.43,4916.0,0.718,-0.09,1.4,0
3.2,4916.0,0.718,-0.09,1.4,0
2.67,5662.0,0.945,0.08,1.4,0
1.54,5731.0,1.06,0.26,6.7,0
1.655,5705.0,1.141,0.235,6.1,0
2.29,5731.0,1.06,0.26,6.7,0
2.49,5705.0,1.141,0.235,6.1,0
8.2,4881.0,3.88,0.32,3.09,1
5.71,4912.0,2.93,0.43,6.7,0
10.55,3711.0,0.541,-0.11,7.4,1
2.30905002,4413.0,0.671,0.08,6.8,0
7.655747,5500.0,1.12,0.01,10.0,1
4.03523305,5700.0,1.533,0.049,8.6,0
2.4996027,5160.0,0.792,0.13,4.7,0
2.3,4970.0,0.76,0.29,0.85,0
4.15,5897.0,1.269,0.035,6.5,0
4.09,5897.0,1.265,0.035,6.5,0
4.09,5897.0,1.269,0.035,6.5,0
2.25,3390.0,0.31,-0.25,1.0,0
3.47,3471.0,0.402,0.11,0.8,0
3.7,3410.0,0.44,0.14,0.79,0
14.68379,4790.0,4.2,0.42,7.8,1
14.68379,4790.0,4.2,0.42,7.6,1
13.45077684,4673.0,4.14,0.328,7.5,1
5.06645928,6260.0,1.518,-0.044,3.4,0
4.3,6120.0,1.311,-0.2,5.2,0
11.88151954,6069.0,2.55,0.2,3.7,1
14.45961,5990.0,3.1,0.2,2.4,1
15.681391,5948.0,1.209,0.09,4.5,1
19.95202,6279.0,2.37,0.19,2.2,1
19.537287,5720.0,1.52,0.32,5.11,1
15.50202031,6237.0,1.315,-0.006,3.0,1
15.860735,6236.0,1.36,-0.002,3.1,1
17.093725,7454.0,1.645,-0.018,0.65,1
17.59813,6670.0,1.908,0.09,1.9,1
14.45961,6148.0,1.828,0.034,3.97,1
19.514869,8720.0,1.565,-0.29,0.6,1
20.51247,8980.0,1.6,-0.02,0.2,1
17.777474,7598.0,1.638,-0.405,1.6,1
14.829507,5899.0,0.996,-0.105,6.4,1
14.257848,6509.0,1.506,0.186,0.78,1
12.71098411,6426.0,1.338,0.138,1.98,1
15.24421375,6415.0,1.52,0.09,2.8,1
15.076105,6308.0,1.472,0.04,3.0,1
15.13212395,6306.0,1.47,0.04,3.0,1
15.076,6306.0,1.472,0.044,3.0,1
19.044091,6206.0,1.603,-0.116,4.44,1
19.05526719,6207.0,1.6,0.12,4.44,1
13.372,6102.0,1.58,-0.281,6.1,1
13.22662,6272.0,1.529,-0.27,4.9,1
13.22662,6272.0,1.53,-0.27,4.9,1
11.43316031,6246.0,1.34,-0.22,5.0,1
17.183397,6789.0,1.732,0.139,1.3,1
20.84874,5754.0,1.67,0.272,5.4,1
20.84874,5754.0,1.67,0.272,5.4,1
21.196219,10170.0,2.362,-0.03,0.3,1
8.993,6054.0,1.868,-0.04,5.01,1
6.05,6146.0,1.26,0.06,3.16,1
8.042,6218.0,2.146,0.25,2.14,1
18.37,6918.0,1.91,0.02,1.45,1
16.02887,6820.0,1.63,0.09,1.5,1
10.54,5520.0,1.13,0.27,9.3,1
7.89,5421.0,0.89,0.03,7.41,1
15.759854,7650.0,1.71,0.2,0.5,1
17.05,8482.0,2.0,-0.5,1.12,1
12.024,6236.0,1.706,0.28,2.4,1
3.796,5466.0,0.9,0.27,1.86,0
3.78,5471.0,0.88,0.2,2.2,0
8.954,5923.0,1.143,0.11,4.07,1
5.253,5923.0,1.143,0.11,4.07,0
1.175,5233.0,0.835,0.18,3.39,0
13.08,5525.0,0.88,0.12,1.7,1
2.80224517,5900.0,1.2,-0.37,8.0,0
1.142,6001.0,1.255,-0.47,11.48,0
1.185,6001.0,1.255,-0.47,11.48,0
1.3,6015.0,1.185,0.1,3.55,0
1.445,6015.0,1.185,0.1,3.55,0
2.866,6015.0,1.185,0.1,3.55,0
2.612,6015.0,1.185,0.1,3.55,0
2.77,6015.0,1.185,0.1,3.55,0
7.718,6015.0,1.185,0.1,3.55,1
11.252,6015.0,1.185,0.1,3.55,1
11.559,5793.0,0.992,0.22,1.1,1
11.09691,5830.0,0.96,0.16,3.2,1
0.51,3515.0,0.4,0.1,4.0,0
2.34,4324.0,0.788,-0.06,0.036,0
1.58,6210.0,1.32,0.01,3.31,0
1.638,6181.0,1.368,0.07,3.47,0
1.71,6182.0,1.52,0.0228,3.16,0
3.72,6210.0,1.32,0.01,3.31,0
4.32,6182.0,1.52,0.0228,3.16,0
3.864,6181.0,1.368,0.07,3.47,0
10.311,6181.0,1.368,0.07,3.47,1
9.95,6210.0,1.32,0.01,3.31,1
11.27,6182.0,1.52,0.0228,3.16,1
6.116,6181.0,1.368,0.07,3.47,1
6.56,6182.0,1.52,0.0228,3.16,1
5.89,6210.0,1.32,0.01,3.31,0
1.489,5599.0,1.083,-0.11,12.88,0
1.47,5708.0,1.065,-0.15,10.6,0
1.47,5708.0,1.065,-0.15,10.6,0
1.46,5643.0,1.065,-0.15,10.41,0
1.416,5627.0,1.056,-0.15,11.9,0
1.47,5708.0,1.065,-0.15,10.6,0
1.47,5708.0,1.065,-0.15,10.6,0
1.51,5705.0,1.06,-0.14,9.12,0
2.34,5599.0,1.083,-0.11,12.88,0
2.227,5627.0,1.056,-0.15,11.9,0
2.355,5708.0,1.065,-0.15,10.6,0
2.35,5708.0,1.065,-0.15,10.6,0
2.35,5708.0,1.065,-0.15,10.6,0
2.32,5705.0,1.06,-0.14,9.12,0
2.355,5708.0,1.065,-0.15,10.6,0
2.32,5643.0,1.065,-0.15,10.41,0
1.31,5884.0,1.5,0.07,6.92,0
1.344,5854.0,1.526,0.1,6.92,0
1.32,5825.0,1.49,0.02,6.46,0
2.2,5825.0,1.49,0.02,6.46,0
2.29,5884.0,1.5,0.07,6.92,0
2.34,5854.0,1.526,0.1,6.92,0
1.48,5884.0,1.5,0.07,6.92,0
1.536,5854.0,1.526,0.1,6.92,0
1.61,5825.0,1.49,0.02,6.46,0
4.76,6453.0,1.51,0.35,1.26,0
5.63,6421.0,1.789,0.1,2.24,0
2.909,5440.0,0.796,0.04,1.82,0
3.15,5491.0,0.88,-0.03,4.68,0
1.45,5440.0,0.796,0.04,1.82,0
1.71,6144.0,1.57,0.04,4.07,0
1.78,6109.0,1.17,0.01,3.16,0
2.012,5672.0,1.286,-0.3,13.49,0
6.28,4972.0,3.39,-0.04,7.76,1
6.538,5008.0,3.502,0.19,2.75,1
1.619,5728.0,1.167,0.02,9.55,0
1.5,5782.0,1.06,0.02,6.17,0
1.54,5328.0,0.74,-0.4,4.27,0
1.44,4587.0,0.7,0.03,4.17,0
1.206,5045.0,0.737,-0.03,2.34,0
1.28,5066.0,0.78,-0.01,6.76,0
2.17,4027.0,0.57,-0.12,3.16,0
5.97,5661.0,1.655,0.39,5.25,0
5.77,5667.0,1.56,0.33,5.9,0
4.43,5450.0,1.23,0.3,10.96,0
1.25,5667.0,1.56,0.33,5.9,0
0.99,5450.0,1.23,0.3,10.96,0
1.241,5661.0,1.655,0.39,5.25,0
2.32,5253.0,0.82,-0.01,4.79,0
2.87,5416.0,0.88,0.08,4.47,0
1.265,5500.0,0.884,0.23,1.66,0
1.29,5556.0,0.91,0.05,3.72,0
2.15,4954.0,0.76,0.04,4.27,0
2.39,5388.0,0.84,-0.06,4.79,0
2.803,6443.0,1.451,0.03,2.29,0
3.55,6769.0,1.81,0.06,1.58,0
2.508,5780.0,1.128,0.04,7.24,0
2.18,5821.0,1.0,-0.03,3.89,0
3.68,5821.0,1.0,-0.03,3.89,0
4.15,5780.0,1.128,0.04,7.24,0
1.99,5473.0,0.87,0.04,2.95,0
2.017,5400.0,0.87,0.2,1.35,0
2.58,5518.0,0.88,-0.05,4.47,0
1.46,4433.0,0.67,0.01,3.55,0
0.46,4909.0,0.724,0.11,1.1,0
0.47,4903.0,0.74,0.08,1.41,0
0.49,4884.0,0.74,0.03,4.07,0
0.471,4909.0,0.724,0.11,1.07,0
0.567,4909.0,0.724,0.11,1.1,0
0.57,4884.0,0.74,0.03,4.07,0
0.554,4909.0,0.724,0.11,1.07,0
0.58,4903.0,0.74,0.08,1.41,0
1.34,4909.0,0.724,0.11,1.07,0
1.38,4884.0,0.74,0.03,4.07,0
1.18,4903.0,0.74,0.08,1.41,0
1.154,4909.0,0.724,0.11,1.1,0
2.52,4884.0,0.74,0.03,4.07,0
2.22,4903.0,0.74,0.08,1.41,0
2.414,4909.0,0.724,0.11,1.07,0
2.17,4909.0,0.724,0.11,1.1,0
0.81,4884.0,0.74,0.03,4.07,0
0.861,4909.0,0.724,0.11,1.1,0
0.753,4909.0,0.724,0.11,1.07,0
0.88,4903.0,0.74,0.08,1.41,0
2.28,5227.0,0.8,0.0,3.63,0
2.157,5109.0,0.752,-0.23,9.12,0
2.33,5431.0,0.86,-0.05,4.68,0
2.36,4445.0,0.68,0.06,3.63,0
2.63,5494.0,0.89,0.05,4.47,0
2.73,5354.0,0.911,0.26,4.17,0
3.91,5143.0,0.78,-0.1,5.25,0
2.261,6031.0,1.278,-0.22,8.13,0
1.98,6089.0,1.13,-0.03,3.31,0
2.21,4948.0,0.75,-0.02,4.57,0
0.89,5436.0,0.82,-0.06,1.41,0
1.265,5404.0,1.14,0.05,13.18,0
1.33,5522.0,0.87,-0.09,4.68,0
1.26,5030.0,0.77,0.01,4.07,0
3.37,5845.0,1.44,0.07,5.7,0
3.257,5886.0,1.487,0.13,5.89,0
3.17,5934.0,1.46,0.09,6.03,0
5.55,5934.0,1.46,0.09,6.03,0
5.613,5886.0,1.487,0.13,5.89,0
5.14,5845.0,1.44,0.07,5.7,0
2.48,4983.0,0.76,-0.01,4.37,0
0.87,6011.0,1.12,0.03,3.39,0
1.87,4647.0,0.71,0.16,1.86,0
2.51,5547.0,0.92,0.06,5.01,0
2.26,5198.0,0.8,-0.06,4.79,0
1.17,5763.0,0.97,-0.03,4.47,0
1.632,5737.0,1.332,0.19,7.76,0
3.01,5533.0,0.89,0.04,3.24,0
2.86,5476.0,0.856,0.18,1.0,0
1.28,5105.0,0.78,-0.03,5.13,0
3.53,5335.0,0.83,-0.04,4.27,0
1.46,4870.0,0.74,0.01,4.37,0
1.345,4766.0,0.695,0.13,1.45,0
2.36,6032.0,1.03,-0.2,3.72,0
2.38,5760.0,1.051,-0.42,13.18,0
2.36,5760.0,1.051,-0.42,13.18,0
2.35,6032.0,1.03,-0.2,3.72,0
2.635,5760.0,1.051,-0.42,13.18,0
2.59,6032.0,1.03,-0.2,3.72,0
2.106,5696.0,0.97,0.09,3.31,0
2.08,5694.0,0.96,0.01,4.17,0
2.94,5957.0,1.08,0.01,3.55,0
2.19,4815.0,0.72,-0.1,4.79,0
2.55,5629.0,0.9,-0.11,4.47,0
2.67,5985.0,1.11,0.04,3.55,0
2.69,5301.0,0.82,-0.03,4.47,0
1.71,5913.0,1.04,0.0,3.63,0
1.76,6004.0,1.107,0.04,2.95,0
2.09,5754.0,1.13,0.29,4.47,0
3.021,5659.0,1.619,0.29,7.41,0
1.334,5659.0,1.619,0.29,7.41,0
0.99,5754.0,1.13,0.29,4.47,0
1.61,4651.0,0.7,0.01,3.98,0
0.95,3864.0,0.49,-0.33,3.8,0
2.9,6082.0,1.16,0.0,3.47,0
2.531,5933.0,1.026,-0.09,4.27,0
2.53,5933.0,1.026,-0.09,4.27,0
1.445,5933.0,1.026,-0.09,4.27,0
1.44,5933.0,1.026,-0.09,4.27,0
1.65,6082.0,1.16,0.0,3.47,0
1.436,5846.0,0.998,0.1,1.23,0
1.6,6010.0,1.13,0.03,3.55,0
1.48,6010.0,1.13,0.03,3.55,0
1.325,5846.0,0.998,0.1,1.23,0
2.727,6417.0,1.405,-0.02,2.45,0
3.4,6675.0,1.73,0.04,1.74,0
2.676,5738.0,0.927,0.12,1.2,0
2.93,5888.0,1.03,0.0,3.55,0
2.455,5738.0,0.927,0.12,1.2,0
0.98,4529.0,0.69,0.1,3.09,0
2.68,5909.0,1.386,0.35,3.63,0
2.63,6209.0,1.34,0.09,2.82,0
1.127,5682.0,0.862,0.06,1.51,0
1.23,5723.0,0.94,-0.02,3.09,0
3.01,6127.0,1.2,0.02,2.95,0
3.36,5987.0,1.1,0.01,3.09,0
2.72,4644.0,0.69,-0.06,3.39,0
1.73,4906.0,0.72,-0.15,5.37,0
0.86,5860.0,1.046,-0.09,6.03,0
0.92,5955.0,1.05,-0.04,3.31,0
0.82,5858.0,1.04,-0.12,4.83,0
2.5,5858.0,1.04,-0.12,4.83,0
2.387,5860.0,1.046,-0.09,6.03,0
2.41,5955.0,1.05,-0.04,3.31,0
1.03,5955.0,1.05,-0.04,3.31,0
1.008,5860.0,1.046,-0.09,6.03,0
0.95,5858.0,1.04,-0.12,4.83,0
2.63,5955.0,1.05,-0.04,3.31,0
2.621,5860.0,1.046,-0.09,6.03,0
2.56,5858.0,1.04,-0.12,4.83,0
2.38,5797.0,0.99,-0.03,4.27,0
1.869,5994.0,0.992,-0.09,1.91,0
1.98,6067.0,1.07,-0.03,2.14,0
1.76,4597.0,0.7,0.11,2.45,0
1.49,5945.0,1.14,0.09,3.39,0
1.55,5153.0,0.79,0.0,3.89,0
3.73,5635.0,0.93,-0.01,4.47,0
1.6,5635.0,0.93,-0.01,4.47,0
2.067,5558.0,0.85,0.1,1.32,0
2.36,5762.0,0.98,-0.03,3.8,0
0.8,5592.0,0.93,0.03,4.79,0
0.762,5584.0,0.898,0.28,0.81,0
1.439,5584.0,0.898,0.28,0.81,0
3.63,5806.0,1.01,0.03,4.17,0
3.513,5684.0,0.981,0.18,2.45,0
2.636,5579.0,1.572,0.23,9.33,0
1.6,5722.0,0.98,0.04,4.37,0
1.536,5854.0,1.447,0.321,4.29,0
1.536,5854.0,1.447,0.321,4.29,0
1.587,5866.0,1.439,0.32,4.27,0
1.55,5886.0,1.42,0.2,5.37,0
1.597,5854.0,1.447,0.321,4.29,0
1.597,5854.0,1.447,0.321,4.29,0
1.86,5886.0,1.42,0.2,5.37,0
1.878,5866.0,1.439,0.32,4.27,0
1.091,5866.0,1.439,0.32,4.27,0
0.86,5854.0,1.447,0.321,4.29,0
0.86,5854.0,1.447,0.321,4.29,0
1.09,5886.0,1.42,0.2,5.37,0
3.126,5866.0,1.439,0.32,4.27,0
2.903,5854.0,1.447,0.321,4.29,0
3.1,5886.0,1.42,0.2,5.37,0
2.903,5854.0,1.447,0.321,4.29,0
1.73,6261.0,1.32,0.03,2.75,0
1.572,6090.0,1.189,-0.05,4.47,0
2.632,5167.0,0.882,0.15,7.94,0
2.38,5215.0,0.81,0.01,4.27,0
1.58,6199.0,1.32,0.07,2.88,0
1.63,6004.0,1.32,0.09,5.01,0
2.3,5792.0,1.0,0.0,3.72,0
1.64,5792.0,1.0,0.0,3.72,0
1.25,4002.0,0.57,-0.06,3.55,0
1.42,3959.0,0.54,-0.17,2.95,0
0.8,4868.0,0.74,-0.01,3.72,0
2.77,5816.0,1.02,0.03,4.17,0
1.9,5612.0,0.92,-0.01,4.37,0
1.63,5758.0,1.36,0.21,6.61,0
8.53,5824.0,2.11,0.17,3.89,1
7.8,5824.0,2.11,0.17,3.89,1
3.28,5956.0,1.16,0.09,3.89,0
0.994,5273.0,0.831,0.18,2.63,0
1.01,5345.0,0.84,0.01,4.68,0
1.281,5847.0,1.336,-0.13,10.0,0
1.12,5923.0,1.14,-0.06,5.75,0
3.36,5049.0,0.77,-0.02,4.68,0
1.11,6113.0,1.28,-0.02,4.07,0
6.334,5856.0,0.997,0.22,1.07,1
7.22,6000.0,1.14,0.08,3.39,1
3.078,5856.0,0.997,0.22,1.07,0
2.44,4350.0,0.66,0.06,2.88,0
2.94,4350.0,0.66,0.06,2.88,0
0.683,5476.0,0.967,0.4,2.24,0
0.61,5589.0,0.94,0.01,3.55,0
1.42,5975.0,1.08,0.05,3.02,0
1.298,5943.0,1.006,0.01,1.62,0
1.83,3753.0,0.49,-0.09,3.72,0
2.37,5952.0,1.32,-0.08,5.73,0
2.37,6000.0,1.36,0.0,5.62,0
2.49,5950.0,1.387,-0.02,6.2,0
2.329,5917.0,1.342,-0.02,7.59,0
2.539,5917.0,1.342,-0.02,7.59,0
2.65,5950.0,1.387,-0.02,6.2,0
2.52,5952.0,1.32,-0.08,5.73,0
2.52,6000.0,1.36,0.0,5.62,0
2.75,5325.0,0.992,0.01,12.59,0
2.25,5321.0,0.82,-0.04,4.37,0
3.367,5325.0,0.992,0.01,12.59,0
1.46,5851.0,1.03,0.0,3.47,0
2.07,5862.0,1.0,-0.09,3.8,0
2.352,6314.0,1.461,-0.14,4.07,0
1.95,6166.0,1.2,-0.01,2.95,0
2.399,6314.0,1.461,-0.14,4.07,0
1.96,6166.0,1.2,-0.01,2.95,0
3.18,6112.0,1.21,0.06,3.09,0
1.21,5658.0,0.92,-0.09,4.47,0
1.24,4306.0,0.63,-0.1,3.8,0
3.26,5211.0,0.79,-0.11,4.9,0
1.3,5794.0,0.99,-0.02,3.98,0
2.83,5837.0,1.0,-0.02,3.63,0
1.85,5745.0,1.07,0.04,6.92,0
1.92,5763.0,1.086,0.05,6.46,0
1.97,5680.0,1.1,0.0,8.0,0
3.15,5680.0,1.1,0.0,8.0,0
3.051,5763.0,1.086,0.05,6.46,0
3.02,5745.0,1.07,0.04,6.92,0
3.37,5745.0,1.07,0.04,6.92,0
3.43,5680.0,1.1,0.0,8.0,0
3.382,5763.0,1.086,0.05,6.46,0
4.037,5763.0,1.086,0.05,6.46,0
4.52,5680.0,1.1,0.0,8.0,0
3.94,5745.0,1.07,0.04,6.92,0
2.79,5745.0,1.07,0.04,6.92,0
2.845,5763.0,1.086,0.05,6.46,0
2.61,5680.0,1.1,0.0,8.0,0
3.66,5680.0,1.1,0.0,8.0,0
3.49,5745.0,1.07,0.04,6.92,0
3.588,5763.0,1.086,0.05,6.46,0
1.985,5956.0,1.234,-0.1,7.59,0
2.39,6056.0,1.46,0.02,4.47,0
2.87,6056.0,1.46,0.02,4.47,0
2.37,5956.0,1.234,-0.1,7.59,0
1.75,6247.0,1.34,0.05,2.69,0
1.3,5882.0,1.002,-0.06,3.8,0
2.47,5614.0,0.91,-0.04,4.27,0
2.66,5724.0,0.94,-0.08,4.37,0
2.27,6092.0,1.15,-0.01,3.31,0
3.228,6085.0,1.632,0.07,4.07,0
1.23,6417.0,1.41,0.13,2.04,0
1.296,6386.0,1.449,0.21,1.66,0
2.01,4299.0,0.68,0.28,8.71,0
1.65,6104.0,1.17,0.0,3.09,0
1.236,5137.0,0.776,0.2,1.35,0
1.34,5268.0,0.82,0.01,4.47,0
1.46,5406.0,0.84,-0.09,4.17,0
2.19,5893.0,1.06,0.04,3.8,0
1.82,5933.0,1.2,0.14,4.57,0
1.691,5905.0,1.105,0.22,2.29,0
7.84,5933.0,1.2,0.14,4.57,1
7.258,5905.0,1.105,0.22,2.29,1
7.0840758,5914.0,1.145,0.237,3.4,1
2.66,4781.0,0.7,-0.16,4.79,0
2.0,6077.0,1.15,0.02,3.16,0
3.02,6496.0,1.54,0.04,2.09,0
2.81,5931.0,1.17,0.18,3.55,0
1.359,5269.0,0.832,-0.13,9.55,0
1.35,5374.0,0.83,-0.08,4.27,0
1.7,8480.0,1.73,-0.51,1.12,0
2.54,5641.0,0.93,0.01,4.9,0
1.11,5612.0,0.93,0.03,4.27,0
1.037,5429.0,0.852,0.22,1.15,0
2.74,5688.0,0.97,0.0,4.07,0
1.92,6083.0,1.17,0.03,3.09,0
2.43,5630.0,0.86,-0.23,3.98,0
2.576,5501.0,0.906,-0.4,12.88,0
2.653,5501.0,0.906,-0.4,12.88,0
2.52,5630.0,0.86,-0.23,3.98,0
1.38,4904.0,0.74,-0.04,4.68,0
1.91,6231.0,1.59,0.12,3.02,0
1.711,6212.0,1.454,0.2,2.69,0
2.04,5544.0,0.89,-0.03,4.68,0
1.67,5500.0,0.9,0.05,5.13,0
1.28,3658.0,0.34,-0.59,3.39,0
1.84,5683.0,0.94,-0.09,4.17,0
1.705,5644.0,0.908,-0.41,12.3,0
1.73,5798.0,0.93,-0.26,5.5,0
1.659,5644.0,0.908,-0.41,12.3,0
1.96,5664.0,0.95,0.04,4.37,0
3.65,5543.0,0.91,0.04,4.57,0
2.96,5831.0,1.0,-0.04,4.07,0
2.699,5707.0,0.929,0.11,1.86,0
2.73,5831.0,1.0,-0.04,4.07,0
2.491,5707.0,0.929,0.11,1.86,0
1.82,4725.0,0.69,0.05,6.89,0
1.99,4808.0,0.73,0.02,2.69,0
2.001,4791.0,0.745,0.13,4.68,0
2.62,4808.0,0.73,0.02,2.69,0
2.18,4725.0,0.69,0.05,6.89,0
2.662,4791.0,0.745,0.13,4.68,0
0.8,5403.0,0.81,-0.06,1.58,0
0.848,5402.0,0.863,0.18,1.86,0
0.644,5402.0,0.863,0.18,1.86,0
0.639,5402.0,0.863,0.18,1.86,0
1.59,5851.0,1.04,0.05,4.17,0
2.35,5298.0,0.83,-0.01,4.57,0
1.97,5569.0,0.9,-0.02,4.07,0
2.64,5281.0,0.81,-0.1,4.9,0
1.85,5656.0,0.94,0.02,4.47,0
1.64,4512.0,0.68,0.03,3.24,0
2.2,6807.0,1.84,0.05,1.58,0
1.7,5582.0,0.92,0.04,4.37,0
1.19,5550.0,0.91,0.05,4.47,0
1.051,5310.0,0.799,0.34,0.5,0
1.32,4660.0,0.71,0.07,2.69,0
1.7,4660.0,0.71,0.07,2.69,0
2.71,4660.0,0.71,0.07,2.69,0
2.77,4850.0,0.73,-0.08,5.01,0
0.874,5837.0,1.137,0.1,5.62,0
0.82,5791.0,1.07,0.04,6.17,0
1.47,5685.0,0.96,0.02,5.37,0
1.67,5053.0,0.77,-0.06,4.79,0
3.6,5053.0,0.77,-0.06,4.79,0
1.99,5753.0,0.96,-0.03,3.98,0
1.4,5064.0,0.75,-0.13,4.79,0
1.23,4692.0,0.7,-0.06,4.9,0
2.61,5941.0,1.14,0.11,3.8,0
1.69,5054.0,0.77,-0.02,4.57,0
1.44,5833.0,1.01,0.02,3.98,0
1.041,6000.0,1.13,-0.02,4.17,0
1.0,5931.0,1.15,0.07,4.57,0
2.5,5931.0,1.15,0.07,4.57,0
2.429,6000.0,1.13,-0.02,4.17,0
1.02,4754.0,0.72,0.01,4.68,0
2.22,5470.0,0.85,-0.11,4.37,0
0.87,3964.0,0.53,-0.25,3.47,0
1.73,5470.0,0.88,0.03,4.57,0
2.34,6327.0,1.43,0.04,2.29,0
2.36,6327.0,1.43,0.04,2.29,0
2.03,5842.0,1.03,0.04,3.72,0
1.222,5667.0,0.927,-0.19,8.91,0
1.32,5778.0,1.0,0.02,4.47,0
1.09,4679.0,0.71,0.05,3.39,0
2.583,6184.0,2.233,0.1,2.45,0
2.34,6203.0,1.95,0.18,2.88,0
2.37,6217.0,1.28,0.04,2.75,0
3.43,6187.0,1.43,0.04,3.31,0
3.274,6220.0,1.38,0.07,3.16,0
2.16,6187.0,1.43,0.04,3.31,0
2.174,6220.0,1.38,0.07,3.16,0
2.14,5519.0,0.89,0.01,4.57,0
2.13,4253.0,0.57,-0.35,3.39,0
2.21,5390.0,0.84,-0.03,4.37,0
1.051,6208.0,1.326,0.02,3.63,0
1.03,6302.0,1.35,0.02,2.88,0
1.108,5176.0,0.755,0.06,1.41,0
1.12,5183.0,0.79,-0.03,3.63,0
1.55,6080.0,1.18,0.05,3.24,0
1.69,5446.0,0.86,-0.02,4.9,0
1.71,4971.0,0.75,-0.05,4.27,0
2.5,5157.0,0.82,0.13,4.27,0
0.96,6028.0,1.201,0.23,1.82,0
0.94,6191.0,1.23,0.26,1.38,0
8.011,6085.0,1.568,0.03,4.57,1
6.65,6170.0,1.28,-0.01,3.55,1
8.059,6150.0,1.606,-0.04,5.3,1
9.94,6170.0,1.28,-0.01,3.55,1
12.148,6085.0,1.568,0.03,4.57,1
12.341,6150.0,1.606,-0.04,5.3,1
