pl_rade,st_teff,st_rad,st_met,st_age,is_gas_giant
4.15,5455.0,0.975,0.35,3.55,0
3.84,5377.0,0.9,0.17,6.31,0
3.04,5515.0,0.87,-0.08,4.57,0
1.51,5728.0,0.99,0.06,4.57,0
1.49,4712.0,0.72,0.06,2.82,0
1.41,5863.0,1.29,0.06,6.46,0
3.07,5659.0,0.94,0.01,4.37,0
2.94,5831.0,1.04,0.06,4.17,0
2.22,6182.0,1.27,0.05,2.95,0
1.66,5675.0,0.95,0.01,4.27,0
1.33,5256.0,0.81,-0.01,4.17,0
1.228,5042.0,0.778,0.19,2.34,0
1.19,5097.0,0.78,-0.01,4.68,0
13.337,5662.0,1.21,0.27,7.41,1
14.448401,5595.0,1.253,0.36,6.7,1
10.98,5632.0,1.0,0.31,2.63,1
10.76064,5520.0,0.992,0.36,3.7,1
10.76,5515.0,0.992,0.36,3.7,1
1.29,5589.0,0.91,-0.02,4.57,0
1.241,5588.0,0.863,0.12,1.74,0
3.431,5588.0,0.863,0.12,1.74,0
3.58,5589.0,0.91,-0.02,4.57,0
2.671,5588.0,0.863,0.12,1.74,0
2.78,5589.0,0.91,-0.02,4.57,0
2.734,5588.0,0.863,0.12,1.74,0
2.88,5589.0,0.91,-0.02,4.57,0
1.2,5845.0,1.0,-0.05,4.07,0
1.288,6016.0,1.11,-0.15,6.17,0
1.56,6229.0,1.3,0.04,2.75,0
3.18,6666.0,1.72,0.05,1.7,0
2.27,5069.0,0.74,-0.19,5.13,0
2.13,5393.0,0.81,-0.17,4.47,0
1.29,5526.0,1.215,-0.29,13.8,0
0.93,5686.0,0.86,-0.18,1.7,0
1.32,5676.0,0.93,-0.05,3.98,0
0.84,5410.0,0.85,-0.03,4.57,0
0.77,5297.0,0.806,0.05,1.74,0
1.33,6158.0,1.22,0.01,2.69,0
1.85,5780.0,0.99,0.03,3.98,0
3.01,5355.0,0.84,-0.03,4.68,0
2.09,5355.0,0.84,-0.03,4.68,0
3.36,6200.0,1.28,0.04,2.75,0
1.68,6064.0,1.29,0.14,3.31,0
0.8,3484.0,0.393,0.15,1.6,0
1.18,4372.0,0.67,0.2,1.78,0
2.143,4808.0,1.209,0.1,13.49,0
8.46,5617.0,0.97,0.14,3.98,1
8.594,5491.0,0.95,0.17,7.0,1
7.878,5469.0,0.897,0.16,3.16,1
12.419572,6145.0,1.289,0.119,2.9,1
12.255,6194.0,1.266,0.12,2.34,1
11.82,6251.0,1.22,0.14,1.58,1
1.071,6194.0,1.266,0.12,2.34,0
1.1758241,6145.0,1.289,0.119,2.9,0
9.55,6511.0,1.41,0.07,1.82,1
10.486,6339.0,1.545,-0.03,3.16,1
1.75,5904.0,1.07,0.03,4.07,0
9.76,7010.0,1.95,0.01,1.38,1
3.05,6846.0,1.88,0.06,1.48,0
7.06,5644.0,0.91,-0.07,3.98,1
3.041,5065.0,0.748,-0.12,5.89,0
3.05,5236.0,0.76,-0.16,2.0,0
2.52,5065.0,0.748,-0.12,5.89,0
2.55,5236.0,0.76,-0.16,2.0,0
5.77,4677.0,0.71,0.04,4.47,0
2.302,5013.0,0.693,0.04,1.15,0
2.5,5042.0,0.76,-0.05,4.47,0
1.73,5706.0,0.93,-0.07,3.89,0
1.545,5568.0,0.921,0.15,2.24,0
1.58,5708.0,0.96,0.0,4.37,0
3.54,6179.0,1.25,0.04,2.88,0
0.91,5748.0,1.04,0.27,2.82,0
0.928,5605.0,1.016,0.25,4.17,0
2.43,4601.0,0.69,-0.01,4.68,0
4.77,6224.0,1.32,0.07,2.82,0
1.46,5857.0,1.03,0.03,3.89,0
2.1,5048.0,0.77,-0.03,4.79,0
2.421,5178.0,0.729,-0.27,6.61,0
2.61,5259.0,0.8,-0.12,4.79,0
2.109,5178.0,0.729,-0.27,6.61,0
2.26,5259.0,0.8,-0.12,4.79,0
1.475,5371.0,0.797,0.07,1.17,0
1.64,5477.0,0.88,0.03,4.27,0
1.65,5477.0,0.88,0.03,4.27,0
1.468,5371.0,0.797,0.07,1.17,0
3.002,5371.0,0.797,0.07,1.17,0
1.072,6184.0,1.285,-0.05,4.27,0
1.11,6260.0,1.27,-0.03,2.82,0
1.35,5559.0,0.88,-0.1,4.27,0
3.46,6431.0,1.51,0.03,2.19,0
3.931,6320.0,1.725,-0.22,4.57,0
1.89,5442.0,0.86,-0.01,4.57,0
2.55,6021.0,1.11,0.0,3.47,0
3.14,4434.0,0.67,0.05,2.95,0
1.18,5079.0,0.77,-0.08,5.01,0
2.82,5837.0,1.03,0.02,4.37,0
2.7,5176.0,0.8,-0.01,4.79,0
2.36,5769.0,0.98,-0.04,4.47,0
2.488,5666.0,1.05,0.02,8.91,0
3.441,5666.0,1.05,0.02,8.91,0
3.22,5769.0,0.98,-0.04,4.47,0
3.84,5769.0,0.98,-0.04,4.47,0
4.146,5666.0,1.05,0.02,8.91,0
1.632,5666.0,1.05,0.02,8.91,0
1.5,5769.0,0.98,-0.04,4.47,0
1.5,5769.0,0.98,-0.04,4.47,0
1.591,5666.0,1.05,0.02,8.91,0
2.49,4540.0,0.69,0.1,2.51,0
1.16,5282.0,0.81,-0.04,4.47,0
1.166,5210.0,0.83,-0.07,9.55,0
0.76,5564.0,0.99,0.06,8.51,0
0.935,5545.0,1.174,0.07,12.3,0
0.65,5564.0,0.99,0.06,8.51,0
0.817,5545.0,1.174,0.07,12.3,0
0.87,5564.0,0.99,0.06,8.51,0
1.019,5545.0,1.174,0.07,12.3,0
0.76,5564.0,0.99,0.06,8.51,0
0.932,5545.0,1.174,0.07,12.3,0
2.71,6561.0,1.65,0.07,1.91,0
1.682,4852.0,0.701,0.01,3.16,0
1.79,4820.0,0.713,-0.08,3.9,0
1.78,4886.0,0.74,0.02,2.34,0
2.7,5201.0,0.8,-0.06,4.47,0
3.13,5623.0,0.93,0.01,3.72,0
0.966,5840.0,1.208,0.12,6.31,0
0.9,6078.0,1.18,0.04,3.39,0
2.64,5706.0,0.97,0.05,4.37,0
2.57,5324.0,0.84,0.02,4.79,0
2.43,4550.0,0.68,-0.06,2.95,0
1.73,4057.0,0.529,-0.33,2.9,0
2.21,4550.0,0.68,-0.06,2.95,0
1.97,4057.0,0.529,-0.33,2.9,0
3.02,5991.0,1.11,0.01,3.55,0
2.66,6136.0,1.22,0.01,2.88,0
2.47,5202.0,0.78,-0.07,3.31,0
3.114,5271.0,0.974,-0.02,12.88,0
1.15,5288.0,0.81,-0.09,4.57,0
2.839,5121.0,0.792,-0.46,11.48,0
2.9,5297.0,0.81,-0.1,4.68,0
1.61,5866.0,1.06,0.03,4.37,0
1.96,5608.0,0.95,0.08,4.9,0
1.53,6099.0,1.17,0.02,3.31,0
0.681,5092.0,0.739,0.24,0.55,0
0.68,5101.0,0.79,0.0,4.9,0
0.72,5316.0,0.82,-0.04,4.27,0
0.749,5224.0,0.875,0.13,7.94,0
2.592,5078.0,0.797,0.17,3.39,0
2.59,5106.0,0.8,0.04,5.37,0
2.6,5106.0,0.8,0.04,5.37,0
2.611,5078.0,0.797,0.17,3.39,0
0.89,5815.0,1.02,0.04,4.17,0
0.885,5767.0,0.963,0.24,1.0,0
1.09,5957.0,1.11,0.04,3.39,0
3.55,5760.0,1.05,0.11,4.79,0
0.75,5765.0,0.99,0.02,4.07,0
1.47,5528.0,0.9,0.03,4.57,0
1.19,4940.0,0.73,-0.16,5.62,0
0.79,5254.0,0.81,-0.07,5.01,0
0.747,5109.0,0.741,-0.13,4.47,0
2.73,5655.0,0.93,-0.03,4.17,0
1.388,5848.0,1.221,0.13,6.03,0
1.3,5956.0,1.19,0.09,4.57,0
1.68,6319.0,1.4,0.06,2.45,0
1.431,6174.0,1.247,0.1,2.4,0
1.454,5791.0,1.069,-0.04,7.59,0
1.35,5866.0,1.03,-0.01,4.07,0
2.59,5866.0,1.03,-0.01,4.07,0
2.665,5791.0,1.069,-0.04,7.59,0
1.506,5791.0,1.069,-0.04,7.59,0
1.46,5866.0,1.03,-0.01,4.07,0
1.07,5550.0,0.89,-0.04,4.17,0
2.115,5367.0,1.77,-0.28,13.18,0
1.52,6297.0,1.39,0.04,2.34,0
1.345,5638.0,1.237,-0.02,12.02,0
0.94,5618.0,0.95,0.08,4.79,0
1.367,5819.0,1.43,-0.36,12.02,0
1.2,5808.0,1.0,0.02,4.07,0
1.29,5892.0,1.08,0.08,3.8,0
1.31,5667.0,0.92,-0.07,4.17,0
1.04,5876.0,1.06,0.05,4.07,0
0.853,5723.0,0.917,0.28,0.93,0
1.13,4862.0,0.74,0.0,4.27,0
1.04,5545.0,0.86,-0.13,4.27,0
0.84,4584.0,0.7,0.11,2.24,0
2.71,4720.0,0.71,-0.03,3.98,0
2.419,4618.0,0.639,-0.3,6.92,0
1.823,4618.0,0.639,-0.3,6.92,0
2.02,4720.0,0.71,-0.03,3.98,0
2.399,6300.0,2.419,0.12,1.95,0
2.11,6228.0,2.15,0.12,2.75,0
0.851,5932.0,1.375,0.08,6.17,0
0.8,6022.0,1.23,0.07,4.17,0
1.49,3208.0,0.3,0.48,7.76,0
0.675,5471.0,1.047,-0.01,12.88,0
0.6,5645.0,0.91,-0.07,4.27,0
1.61,6069.0,1.13,0.0,3.31,0
1.79,5538.0,0.91,0.08,4.37,0
1.055,6130.0,1.141,-0.21,5.5,0
1.52,6681.0,1.75,0.06,1.7,0
1.33,5933.0,1.22,0.07,5.01,0
1.424,5774.0,1.368,0.05,9.12,0
0.76,5817.0,0.99,-0.14,5.5,0
1.108,5659.0,1.407,-0.22,13.18,0
1.09,6166.0,1.25,0.08,2.75,0
2.47,4653.0,0.66,-0.04,4.17,0
2.6,4644.0,0.7,0.02,2.51,0
3.67,4644.0,0.7,0.02,2.51,0
3.491,4653.0,0.66,-0.04,4.17,0
1.14,6053.0,1.16,0.03,3.39,0
1.031,5707.0,1.018,-0.31,12.59,0
1.27,6082.0,1.16,0.01,3.24,0
1.54,6213.0,1.28,0.04,2.69,0
2.775,4758.0,0.661,0.07,1.58,0
3.17,4995.0,0.77,0.02,3.63,0
2.91,4745.0,0.698,-0.1,3.4,0
1.06,5946.0,1.08,0.03,3.89,0
1.23,5203.0,0.8,-0.02,4.68,0
1.9,5706.0,0.92,-0.11,3.89,0
1.06,6377.0,1.39,0.02,2.4,0
1.058,6205.0,1.363,-0.13,5.01,0
0.807,5763.0,0.916,0.05,1.29,0
0.95,5940.0,1.09,0.04,3.8,0
1.62,5767.0,0.99,0.02,4.27,0
2.154,5616.0,1.045,0.2,6.03,0
1.99,5711.0,0.95,-0.01,4.07,0
3.749,5616.0,1.045,0.2,6.03,0
3.41,5711.0,0.95,-0.01,4.07,0
3.13,5214.0,0.82,0.07,4.68,0
3.142,5090.0,0.826,0.11,6.92,0
1.74,5090.0,0.826,0.11,6.92,0
0.851,5752.0,1.055,0.01,6.92,0
0.82,5869.0,1.07,0.05,4.27,0
1.014,6044.0,1.077,-0.17,5.13,0
1.34,6296.0,1.36,0.02,2.51,0
1.29,6241.0,1.31,0.07,2.82,0
1.41,4976.0,0.76,0.02,4.17,0
1.354,4884.0,0.734,0.07,3.55,0
1.08,5280.0,0.82,-0.01,4.68,0
2.635,5087.0,2.036,-0.3,12.88,0
2.07,5422.0,0.86,0.01,4.27,0
2.23,5461.0,0.915,0.12,9.4,0
0.92,6116.0,1.21,0.05,3.16,0
1.639,5988.0,2.073,0.04,4.57,0
1.73,4992.0,0.72,-0.24,5.13,0
2.22,6132.0,1.27,0.1,3.02,0
2.29,5147.0,0.81,0.07,4.68,0
2.099,5108.0,0.751,0.24,0.91,0
2.11,5147.0,0.81,0.07,4.68,0
1.987,5108.0,0.751,0.24,0.91,0
1.61,5383.0,0.87,0.1,4.68,0
0.81,5605.0,0.93,0.01,5.01,0
1.03,5643.0,0.94,0.03,4.57,0
2.08,6005.0,1.12,0.01,3.55,0
3.538,6037.0,1.927,0.01,4.68,0
1.49,5121.0,0.76,-0.17,5.5,0
2.06,5865.0,1.05,0.06,3.89,0
1.02,6266.0,1.34,0.02,2.75,0
1.34,6153.0,1.762,-0.12,5.13,0
1.2,6167.0,1.22,0.01,3.02,0
1.319,5903.0,1.368,-0.12,8.91,0
1.26,6620.0,1.65,0.04,1.78,0
1.293,6430.0,1.673,-0.06,2.82,0
1.077,5650.0,1.429,-0.27,13.18,0
0.76,5852.0,1.0,-0.07,4.27,0
1.56,6089.0,1.2,0.03,3.02,0
1.528,5870.0,1.134,0.1,4.57,0
4.19,6089.0,1.2,0.03,3.02,0
3.893,5870.0,1.134,0.1,4.57,0
1.61,6157.0,1.23,0.03,3.02,0
2.16,6158.0,1.24,0.03,2.69,0
1.47,6436.0,1.5,0.04,2.19,0
1.265,6188.0,1.312,0.1,2.82,0
1.31,5772.0,1.0,0.04,4.27,0
5.7,3636.0,0.47,0.06,4.47,0
6.06,5677.0,0.94,0.01,4.37,1
11.08,5586.0,1.719,0.23,8.51,1
2.02,6826.0,1.85,0.04,1.55,0
3.69,5445.0,0.84,-0.1,4.68,0
6.43,3724.0,0.52,0.17,5.13,1
0.77,5776.0,1.01,0.05,4.27,0
1.15,5705.0,0.96,0.02,4.27,0
2.4,5705.0,0.96,0.02,4.27,0
2.19,4736.0,0.63,-0.46,5.01,0
1.35,5679.0,0.95,0.04,4.17,0
2.47,6137.0,1.19,0.0,3.09,0
1.58,6256.0,1.32,0.02,2.82,0
3.19,5474.0,0.89,0.02,4.47,0
3.556,5240.0,0.842,0.06,6.17,0
3.64,5347.0,0.85,0.06,4.9,0
3.23,5797.0,1.02,0.03,3.98,0
3.893,5726.0,1.239,0.19,7.24,0
0.89,5789.0,1.02,0.07,4.17,0
1.87,5710.0,0.95,-0.01,4.37,0
1.6,5906.0,0.835,-0.76,5.7,0
2.58,6150.0,1.18,-0.03,3.16,0
1.302,5923.0,1.022,0.0,2.45,0
1.48,6048.0,1.13,0.0,3.47,0
2.418,5923.0,1.022,0.0,2.45,0
2.72,6048.0,1.13,0.0,3.47,0
2.47,6048.0,1.13,0.0,3.47,0
2.203,5923.0,1.022,0.0,2.45,0
3.398,5923.0,1.022,0.0,2.45,0
4.82,6324.0,1.43,0.1,2.4,0
3.11,6152.0,1.19,-0.02,3.02,0
2.95,6152.0,1.19,-0.02,3.02,0
3.2,5355.0,0.84,-0.01,4.47,0
2.66,5355.0,0.84,-0.01,4.47,0
2.3,5508.0,0.88,-0.01,3.89,0
1.88,5499.0,0.86,-0.1,4.27,0
1.78,5812.0,1.02,0.04,4.17,0
1.23,3299.0,0.26,0.04,4.68,0
11.8739,6210.0,1.7903,-0.14,4.4,1
2.404,5100.0,0.738,-0.25,8.32,0
2.5,5108.0,0.76,-0.12,5.01,0
2.25,5108.0,0.76,-0.12,5.01,0
2.186,5100.0,0.738,-0.25,8.32,0
1.6,3638.0,0.382,-0.3,3.2,0
2.17,4807.0,0.693,-0.18,7.7,0
9.180171,5597.0,1.179,-0.088,5.0,1
2.213,6148.0,1.03,-0.24,2.56,0
1.956,6002.0,1.052,-0.27,7.24,0
2.213,6148.0,1.03,-0.24,2.56,0
5.02,5731.0,1.1,0.19,6.31,0
4.574,5731.0,1.001,0.19,2.34,0
2.64,5350.0,0.83,-0.03,4.47,0
2.425,5175.0,0.771,-0.08,5.01,0
2.532,5175.0,0.771,-0.08,5.01,0
2.73,5350.0,0.83,-0.03,4.47,0
1.73,5350.0,0.83,-0.03,4.47,0
1.602,5175.0,0.771,-0.08,5.01,0
3.87,5100.0,0.762,-0.12,2.0,0
2.337,5058.0,0.797,0.05,6.31,0
2.87,5864.0,1.065,-0.24,9.77,0
1.615,4890.0,0.726,-0.03,3.3,0
1.558,4868.0,0.736,0.03,4.57,0
1.53,4888.0,0.74,-0.02,2.57,0
1.718,4884.0,0.749,0.02,7.1,0
1.61,4888.0,0.74,-0.02,2.57,0
1.674,4884.0,0.749,0.02,7.1,0
1.604,4868.0,0.736,0.03,4.57,0
1.548,4890.0,0.726,-0.03,3.3,0
1.238,4884.0,0.749,0.02,7.1,0
1.29,4888.0,0.74,-0.02,2.57,0
1.194,4890.0,0.726,-0.03,3.3,0
1.262,4868.0,0.736,0.03,4.57,0
10.16,4884.0,0.749,0.02,7.1,1
10.15,4890.0,0.726,-0.03,3.3,1
10.135,4868.0,0.736,0.03,4.57,1
1.085,5287.0,0.846,0.24,2.24,0
2.698,6090.0,1.052,-0.2,3.98,0
2.777,5989.0,1.098,0.2,1.62,0
2.688,5860.0,1.074,0.23,1.7,0
2.303,6000.0,1.142,0.13,2.29,0
2.12,6364.0,1.48,0.09,2.29,0
3.71,6364.0,1.48,0.09,2.29,0
1.113,5027.0,0.707,-0.07,2.45,0
1.169,5860.0,1.11,0.12,4.37,0
0.815,5741.0,0.971,-0.15,8.13,0
1.11,5070.0,0.78,0.05,3.72,0
1.003,5046.0,0.727,0.17,0.79,0
1.19,5070.0,0.78,0.05,3.72,0
1.137,5046.0,0.727,0.17,0.79,0
1.48,5046.0,0.727,0.17,0.79,0
1.62,5070.0,0.78,0.05,3.72,0
2.3,5070.0,0.78,0.05,3.72,0
2.124,5046.0,0.727,0.17,0.79,0
2.411,5046.0,0.727,0.17,0.79,0
2.55,5070.0,0.78,0.05,3.72,0
172.772,5050.0,0.714,0.08,1.66,1
14.90797,5781.0,1.05,0.26,1.8,1
14.65,5680.0,1.01,0.23,3.72,1
14.421,5722.0,0.992,0.33,0.98,1
14.68379,5781.0,0.983,0.26,1.5,1
2.94,5600.0,1.0,0.31,3.63,0
2.935,5573.0,0.988,0.39,1.58,0
2.73,5600.0,1.0,0.31,3.63,0
2.72,5573.0,0.988,0.39,1.58,0
2.884,5942.0,1.072,0.07,2.75,0
2.008,5253.0,0.787,0.11,1.29,0
11.441,5804.0,1.639,0.21,5.37,1
11.94877343,5746.0,1.697,0.196,7.4,1
2.03,6312.0,1.259,-0.2,2.59,0
2.05,6312.0,1.259,-0.2,2.59,0
9.96,6157.0,1.117,0.0,3.16,1
2.821,5923.0,1.064,0.09,2.34,0
3.2,5949.0,1.09,0.05,3.47,0
2.711,5529.0,0.922,0.17,2.4,0
2.923,5529.0,0.922,0.17,2.4,0
3.44,5949.0,1.09,0.05,3.47,0
2.045,5529.0,0.922,0.17,2.4,0
2.36,5949.0,1.09,0.05,3.47,0
2.587,5565.0,0.873,0.01,2.69,0
1.728,6302.0,1.432,-0.07,3.72,0
3.066,6221.0,2.044,0.22,2.29,0
3.798,6237.0,1.403,0.02,3.47,0
2.277,4816.0,0.68,-0.22,7.59,0
2.375,5738.0,0.94,-0.33,10.72,0
3.522,5781.0,1.799,0.12,6.61,0
2.292,5613.0,1.044,0.39,2.69,0
2.26,5599.0,1.03,0.23,6.46,0
2.35,5599.0,1.03,0.23,6.46,0
2.442,5613.0,1.044,0.39,2.69,0
2.296,5613.0,1.044,0.39,2.69,0
2.25,5599.0,1.03,0.23,6.46,0
2.47,5599.0,1.03,0.23,6.46,0
2.501,5613.0,1.044,0.39,2.69,0
2.521,6088.0,1.096,0.05,1.66,0
2.082,5266.0,0.754,-0.08,2.51,0
1.489,5941.0,1.085,0.07,2.82,0
1.49,5926.0,1.06,-0.01,3.98,0
2.77,5926.0,1.06,-0.01,3.98,0
2.797,5941.0,1.085,0.07,2.82,0
2.416,4925.0,0.702,-0.01,2.14,0
2.14,4949.0,0.68,-0.36,4.9,0
1.62,4949.0,0.68,-0.36,4.9,0
2.36,4949.0,0.68,-0.36,4.9,0
1.639,5847.0,1.861,0.32,3.72,0
3.899,5756.0,0.967,-0.18,7.76,0
8.506,6202.0,1.514,-0.19,5.75,1
3.187,5735.0,1.175,0.04,9.12,0
3.18,6018.0,1.17,0.1,3.39,0
3.69,6018.0,1.17,0.1,3.39,0
3.77,5735.0,1.175,0.04,9.12,0
1.268,5106.0,0.787,0.13,2.45,0
1.36,5295.0,0.83,0.03,4.68,0
2.371,5106.0,0.787,0.13,2.45,0
2.54,5295.0,0.83,0.03,4.68,0
2.602,5106.0,0.787,0.13,2.45,0
2.72,5295.0,0.83,0.03,4.68,0
1.377,5106.0,0.787,0.13,2.45,0
1.45,5295.0,0.83,0.03,4.68,0
2.048,5789.0,1.159,-0.23,12.02,0
3.184,6143.0,1.074,0.04,1.02,0
3.32,5778.0,0.98,0.0,4.37,0
4.496,5732.0,1.324,-0.11,11.75,0
6.87,5778.0,0.98,0.0,4.37,1
9.289,5732.0,1.324,-0.11,11.75,1
2.244,5620.0,1.79,0.12,7.94,0
2.854,6190.0,1.356,0.15,2.75,0
2.955,5880.0,1.152,-0.09,8.13,0
2.553,5999.0,1.154,0.14,2.57,0
2.355,5936.0,1.084,-0.06,5.37,0
2.037,5739.0,0.882,0.07,0.46,0
2.4,5386.0,0.883,-0.04,9.12,0
2.5,5535.0,0.92,0.08,4.68,0
2.484,5386.0,0.883,-0.04,9.12,0
2.61,5535.0,0.92,0.08,4.68,0
2.9,5386.0,0.883,-0.04,9.12,0
2.99,5535.0,0.92,0.08,4.68,0
2.365,4950.0,0.736,0.01,2.88,0
1.024,5170.0,0.767,0.09,1.15,0
4.092,5656.0,0.998,0.01,7.24,0
3.108,5816.0,1.152,0.01,7.76,0
1.8,5475.0,0.87,-0.02,4.27,0
1.708,5257.0,0.821,0.12,1.74,0
2.438,5257.0,0.821,0.12,1.74,0
2.57,5475.0,0.87,-0.02,4.27,0
2.676,6005.0,1.363,0.32,2.88,0
1.809,5441.0,0.904,0.28,2.04,0
2.0,5345.0,1.108,0.19,10.0,0
2.09,5487.0,1.06,0.19,10.72,0
4.267,5441.0,0.904,0.28,2.04,0
4.99,5487.0,1.06,0.19,10.72,0
5.49,5345.0,1.108,0.19,10.0,0
5.112,5441.0,0.904,0.28,2.04,0
6.98,5345.0,1.108,0.19,10.0,1
6.04,5487.0,1.06,0.19,10.72,1
1.32,5610.0,0.93,0.03,4.57,0
2.43,5610.0,0.93,0.03,4.57,0
0.852,5330.0,0.932,0.0,11.75,0
1.182,4996.0,0.748,0.14,1.55,0
1.371,5120.0,0.784,-0.04,6.46,0
1.48,5378.0,0.85,-0.01,4.57,0
2.31,5378.0,0.85,-0.01,4.57,0
2.142,5120.0,0.784,-0.04,6.46,0
2.398,4958.0,0.754,0.13,2.82,0
1.56,4958.0,0.754,0.13,2.82,0
1.748,4966.0,0.677,-0.24,4.57,0
3.178,5960.0,1.334,0.12,5.25,0
2.94,6120.0,1.23,0.08,3.09,0
4.297,5960.0,1.334,0.12,5.25,0
3.9,6120.0,1.23,0.08,3.09,0
1.707,6097.0,1.215,-0.02,4.47,0
1.7,5190.0,1.923,-0.05,10.96,0
2.416,5686.0,1.039,0.11,5.62,0
2.28,5794.0,1.01,0.02,4.27,0
2.54,5794.0,1.01,0.02,4.27,0
2.63,5686.0,1.039,0.11,5.62,0
3.292,6282.0,1.609,0.21,2.4,0
1.383,6065.0,1.436,0.16,3.89,0
1.288,4835.0,0.719,-0.07,6.31,0
1.134,4835.0,0.719,-0.07,6.31,0
1.547,5975.0,1.708,0.09,4.47,0
2.309,5530.0,0.821,-0.15,2.95,0
2.71,5699.0,0.96,0.01,4.47,0
2.29,5699.0,0.96,0.01,4.47,0
1.946,5530.0,0.821,-0.15,2.95,0
2.416,5530.0,0.821,-0.15,2.95,0
2.8,5699.0,0.96,0.01,4.47,0
2.922,4838.0,0.738,-0.01,6.03,0
2.505,5372.0,2.185,0.08,6.17,0
1.019,4885.0,0.766,0.18,4.57,0
1.132,4983.0,0.763,0.23,1.82,0
1.056,5037.0,0.718,-0.14,4.47,0
1.12,5132.0,0.79,-0.04,4.9,0
1.89,5132.0,0.79,-0.04,4.9,0
1.708,5037.0,0.718,-0.14,4.47,0
1.98,4972.0,1.001,-0.23,12.88,0
1.735,5925.0,1.165,-0.13,7.94,0
1.07,3788.0,0.472,-0.28,4.0,0
1.12,3871.0,0.49,-0.31,3.89,0
1.28,3871.0,0.49,-0.31,3.89,0
1.25,3788.0,0.472,-0.28,4.0,0
1.4,3788.0,0.472,-0.28,4.0,0
1.61,3871.0,0.49,-0.31,3.89,0
1.34,3871.0,0.49,-0.31,3.89,0
1.27,3788.0,0.472,-0.28,4.0,0
1.12,3871.0,0.49,-0.31,3.89,0
1.11,3788.0,0.472,-0.28,4.0,0
1.17,3755.0,0.523,-0.26,4.0,0
0.904,5483.0,0.886,0.28,1.55,0
2.15,5857.0,1.316,0.3,4.57,0
1.946,5754.0,1.537,-0.4,12.02,0
0.643,5858.0,0.987,0.07,1.62,0
3.832,4713.0,0.687,-0.05,4.37,0
0.961,5788.0,0.935,0.07,1.29,0
0.73,5788.0,0.935,0.07,1.29,0
1.804,5997.0,1.574,-0.04,6.46,0
1.45,6114.0,1.2,-0.02,3.72,0
3.695,5997.0,1.574,-0.04,6.46,0
2.88,6114.0,1.2,-0.02,3.72,0
1.746,5516.0,0.841,0.14,0.79,0
0.853,6104.0,1.477,0.01,4.4,0
0.857,6057.0,1.481,0.04,5.13,0
0.568,5575.0,0.98,0.17,4.9,0
1.79,5875.0,1.442,0.0,7.94,0
1.47,5727.0,0.96,0.0,4.37,0
1.561,5706.0,1.026,0.15,4.17,0
2.73,5727.0,0.96,0.0,4.37,0
2.892,5706.0,1.026,0.15,4.17,0
2.595,5161.0,0.817,-0.11,8.71,0
1.169,5704.0,1.319,0.32,6.61,0
1.39,5169.0,0.8,-0.02,5.13,0
1.327,5045.0,0.753,-0.04,3.98,0
2.95,5169.0,0.8,-0.02,5.13,0
2.798,5045.0,0.753,-0.04,3.98,0
0.726,6130.0,1.127,-0.07,3.24,0
0.708,5321.0,0.854,-0.45,13.18,0
2.2,5613.0,0.84,-0.16,1.58,0
2.209,5541.0,0.85,-0.13,1.9,0
2.209,5541.0,0.859,-0.13,1.9,0
2.301,5520.0,0.88,-0.03,4.68,0
1.363,5138.0,0.75,0.06,1.48,0
1.48,5173.0,0.8,0.02,3.72,0
1.48,5173.0,0.8,0.02,3.72,0
1.397,5138.0,0.75,0.06,1.48,0
0.732,4866.0,0.665,-0.47,8.91,0
7.44,4866.0,0.665,-0.47,8.91,1
1.287,5191.0,0.755,0.13,1.0,0
1.4,5215.0,0.8,-0.05,4.9,0
2.19,5215.0,0.8,-0.05,4.9,0
2.028,5191.0,0.755,0.13,1.0,0
2.166,5191.0,0.755,0.13,1.0,0
2.28,5215.0,0.8,-0.05,4.9,0
1.18,5738.0,0.935,0.06,2.24,0
2.66,5527.0,0.981,0.31,2.95,0
2.56,5487.0,0.94,0.13,6.76,0
2.66,5487.0,0.94,0.13,6.76,0
2.741,5527.0,0.981,0.31,2.95,0
1.02,5487.0,0.94,0.13,6.76,0
1.07,5527.0,0.981,0.31,2.95,0
2.37,6149.0,2.06,0.01,3.39,0
1.484,6149.0,2.06,0.01,3.39,0
3.126,6080.0,2.059,0.2,2.88,0
1.992,5720.0,0.92,0.12,0.105,0
1.828,5720.0,0.89,0.12,0.74,0
2.897,5721.0,1.921,0.03,6.92,0
2.63,6155.0,1.21,0.03,2.88,0
2.175,5976.0,1.012,0.0,1.62,0
2.541,5976.0,1.012,0.0,1.62,0
3.02,6155.0,1.21,0.03,2.88,0
1.456,5081.0,0.744,0.17,0.62,0
2.049,6175.0,1.467,-0.07,4.57,0
1.22,5210.0,0.801,0.21,1.45,0
1.049,5739.0,0.899,-0.05,1.86,0
0.791,5966.0,0.991,-0.13,3.16,0
3.285,6318.0,1.351,0.09,2.57,0
2.846,5970.0,1.095,0.08,2.45,0
1.448,5710.0,0.983,-0.03,6.17,0
1.59,5965.0,1.11,0.07,3.55,0
2.541,5710.0,0.983,-0.03,6.17,0
2.92,5965.0,1.11,0.07,3.55,0
2.357,5710.0,0.983,-0.03,6.17,0
2.67,5965.0,1.11,0.07,3.55,0
1.309,5807.0,1.592,0.24,5.25,0
0.895,5970.0,1.046,0.12,0.98,0
2.25,5234.0,0.79,-0.11,4.9,0
