st_teff,st_rad,st_met
5735.0,1.0235,0.149
5596.0,0.92,-0.02
6248.0,0.751,-0.02
5791.0,0.958,0.21
3613.0,0.48,0.09
3369.0,0.3126,0.209
3353.0,0.376,-0.02
3801.0,0.529,-0.02
5731.0,0.85,-0.02
5739.0,0.922,0.1
6074.0,0.94,-0.02
5806.0,0.899,-0.04
5760.0,0.92,-0.02
5513.0,0.753,-0.36
5818.0,0.87,-0.02
5809.0,1.38207,-0.02
5311.0,0.788,-0.04
6017.1,1.05318,0.13
5259.9,2.9,0.084
5795.0,0.919,-0.02
5911.0,1.626,-0.2
5596.0,1.48,-0.02
5504.0,0.83,-0.02
5823.0,1.491,-0.09
5941.0,1.692,0.04
5499.0,0.88,0.0
5075.0,0.769,-0.02
6000.0,1.768,0.34
5536.0,0.816,-0.12
5409.22,1.02101,-0.02
5244.0,0.888,0.02
5059.0,0.756,-0.114
6437.0,1.335,-0.18
3607.0,0.397924,-0.02
6365.0,1.02,-0.02
4987.0,0.768,0.12
5367.0,0.897,0.124
5772.0,0.86,-0.02
5822.0,0.898,-0.06
5774.0,0.958,-0.1
5080.0,0.628,-0.86
4137.16,0.591697,-0.02
6341.0,1.033,-0.24
6092.0,1.759,0.14
5741.0,0.846,-0.16
3007.0,0.2276,0.142
6039.0,1.11,-0.07
5877.0,1.854,-0.02
5937.0,0.832,-0.4
6032.0,0.973,-0.06
3240.0,0.27,-0.02
4111.0,0.66,-0.02
5639.0,1.03,-0.02
5936.0,1.035,-0.02
5871.0,1.044,0.049
3896.0,0.561,-0.32
5517.0,0.8,-0.02
5543.0,0.813,-0.14
5596.0,0.811,-0.02
5643.77,1.09457,-0.02
5234.0,2.56935,-0.02
5712.0,0.989,-0.44
4547.0,0.687426,0.01
5432.0,0.78,-0.02
3485.0,0.461,0.3
5596.0,0.92,-0.02
3341.0,0.32,-0.21
6190.0,1.499,-0.02
5596.0,0.92,-0.02
6220.0,1.41,-0.2
3385.0,0.35,-0.02
5148.0,0.78,-0.03
7598.0,1.638,-0.405
6525.0,1.56,-0.02
5693.0,0.802,-0.3
5883.0,1.03,-0.14
6004.0,1.12,-0.38
4885.0,0.725626,-0.09
5909.0,1.23,-0.02
5201.93,0.920172,-0.02
6143.0,1.655,-0.02
5833.0,1.03,0.02
6000.0,1.495,-0.02
5905.0,1.26,0.167
5530.0,0.86,-0.02
5596.0,0.577,-0.02
5596.0,0.949,-0.02
5880.0,0.917,-0.06
6100.0,1.76,-0.27
6103.0,1.383,0.02
6210.0,1.7903,-0.14
5411.0,1.06,-0.02
3840.6,0.542,-0.02
5900.0,1.06,-0.2
5432.0,1.707,0.21
6045.0,1.629,0.02
5818.0,1.2,0.02
5176.0,0.755,0.06
3568.0,0.42,0.02
3500.0,0.465777,-0.02
4726.0,0.71,-0.05
5677.0,0.828,-0.18
5596.0,1.0306,-0.02
5475.0,0.884,0.14
5757.0,1.008231,0.25
5596.0,0.92,-0.02
5805.0,1.4484,-0.02
5864.0,0.842,-0.28
5236.0,0.92,0.237
5568.0,1.13,-0.02
3746.0,0.51,0.0
5417.0,0.772,-0.32
5596.0,0.929,-0.02
5955.0,0.91,-0.16
5400.0,0.879,-0.02
5855.0,1.613,0.4
5820.0,1.01,-0.02
5835.0,0.99,0.12
5223.0,0.885,0.32
6306.0,1.79,-0.02
5170.0,0.81,0.16
6157.0,1.491,-0.02
5530.0,0.821,-0.15
4399.0,0.684,-0.02
5132.0,0.88,-0.02
5931.0,1.15,0.07
6132.0,1.14172,-0.02
4024.0,0.553,-0.2
5106.0,0.78,0.03
5534.0,0.796,-0.22
4552.0,0.665,-0.284
5905.0,1.257,-0.09
4812.0,0.755,0.02
5103.0,0.787,0.04
6074.0,1.005,-0.54
6363.0,1.035,-0.26
5766.0,0.86,-0.02
5013.0,0.75,-0.02
5914.0,1.00826,-0.02
5300.0,0.849,-0.16
5057.0,0.817,-0.02
5596.0,0.646,-0.02
5542.0,0.889,0.26
5679.0,0.95,0.0
5185.0,0.91,0.16
5793.0,1.25,-0.45
6304.0,1.42749,0.02
5717.0,0.864,-0.08
5186.0,0.74,-0.02
5356.0,1.22,-0.02
4667.0,0.69,-0.08
5638.0,0.909,-0.081
5428.0,0.92,-0.02
5536.0,0.875,-0.02
5237.0,0.856,-0.02
6212.63,1.50004,-0.02
5933.0,1.115,-0.06
5990.0,1.09,-0.02
4777.0,1.795,0.56
3657.0,0.505,0.196
6108.0,1.03,0.07
5596.0,1.13,-0.07
5845.0,1.436,0.07
4700.0,4.1,0.25
5910.0,1.25505,-0.02
5596.0,0.773,-0.02
3522.0,0.458,-0.01
5863.0,1.05,0.02
5596.0,0.92,-0.02
5506.0,0.8,-0.02
6012.0,1.468,-0.02
6038.0,0.922,-0.22
4612.0,0.65,-0.21
4859.0,0.697,-0.02
6860.0,1.605,0.317
5718.0,1.48,-0.18
4840.0,1.05,0.06
6273.0,1.139,-0.06
4520.0,0.655,-0.003
5596.0,0.92,-0.02
5699.0,0.96,0.01
6085.0,0.973,-0.28
5209.0,0.81,0.04
4671.0,0.68,0.0
5236.0,0.92,0.237
6173.0,1.108,0.21
5985.4,1.08958,-0.02
4859.0,0.689,-0.02
4747.0,0.72,-0.04
5289.0,0.98,0.24
5796.0,0.871,-0.12
5440.0,0.934028,-0.02
5527.0,1.054,0.26
6063.0,1.001,-0.02
5703.0,1.08,-0.02
4807.0,1.802,0.48
4848.0,0.73,-0.02
3620.0,0.394,-0.02
6287.2,1.69,-0.02
3244.0,0.261162,-0.02
3996.0,0.646,0.14
5130.0,0.756,-0.12
6620.0,1.676,-0.02
4451.0,0.72,-0.02
6390.0,1.65,-0.5
6150.0,0.851,-0.5
3506.0,0.423901,-0.02
5831.0,1.0,-0.04
5534.0,0.959,0.07
4282.0,0.559,-0.02
4621.0,0.758575,-0.02
3660.0,0.473,-0.013
5720.0,1.08783,-0.02
5512.0,1.69,-0.02
5059.0,1.657,0.24
4473.0,0.675,-0.244
10000.0,0.0123,-0.02
6250.0,1.426,0.0
5781.0,1.03,-0.02
5546.0,1.592,0.14
6407.0,1.734,0.21
8500.0,1.751,0.0
4336.0,0.669,-0.02
4832.0,0.741,0.08
4665.0,0.677,0.06
5977.0,1.459,0.15
3628.0,0.497905,-0.02
5816.0,0.902,-0.02
5239.0,0.785,0.0
6652.0,1.2,-0.02
4486.0,0.764401,-0.02
3248.0,0.275364,-0.02
3806.0,0.533024,-0.02
3530.0,0.567,0.21
3300.0,0.196,-0.24
5266.0,0.788,-0.2
5408.25,0.850041,-0.02
5105.0,0.794,-0.02
5690.0,0.956941,-0.02
5914.0,1.141,0.32
6092.0,0.998,-0.06
5284.0,0.8288,0.162
5356.3,0.863,0.14
4608.62,0.737189,-0.02
5134.0,0.76,-0.02
5280.0,0.751,-0.42
5596.0,1.008,-0.02
4779.0,0.67,-0.02
6085.0,0.958,-0.02
7430.0,1.444,-0.02
6222.5,1.45,-0.02
6284.0,1.99,-0.02
4813.0,0.69,-0.02
6707.0,1.48,-0.02
5921.0,1.045,-0.26
5527.0,0.866,-0.18
5335.0,0.81,0.07
5965.99,1.25231,-0.02
4201.93,0.632571,-0.02
5438.0,0.83,-0.16
5950.0,1.131,-0.3
6353.0,1.139,-0.14
5549.0,0.732,-0.54
5907.0,1.415,0.27
5957.0,0.971,0.07
6363.0,1.035,-0.26
4599.0,0.721,-0.02
5016.0,0.747,0.02
5950.0,1.483,0.07
6238.0,1.03,-0.02
5742.35,1.25423,-0.02
5705.33,1.74549,0.221
5740.0,0.86,-0.02
6045.0,1.538801,0.01
3325.0,0.383,0.03
5227.0,0.8,0.0
6220.0,1.328,0.02
5596.0,0.2064,-0.02
5625.0,0.95,-0.02
5356.0,1.055,0.2
3433.0,0.427953,-0.02
5541.0,0.81,0.02
5804.0,0.845,-0.5
4946.0,0.8,-0.02
5675.0,1.292,0.12
5306.0,0.886,0.344
4750.0,0.729,0.12
5254.0,1.514,0.21
5769.0,0.98,-0.04
5596.0,1.083,-0.02
6164.0,1.09,-0.12
5400.0,0.801,-0.06
4895.97,0.668,-0.02
5596.0,0.92,-0.02
3948.0,0.482388,-0.02
4031.0,0.523,-0.02
5596.0,0.841,-0.02
5894.0,1.228,0.21
4349.0,0.598075,-0.33
5596.0,1.013,-0.02
5596.0,1.2247,-0.02
4971.0,2.3895,-0.02
5096.0,0.785,0.14
5903.0,0.961,-0.26
5918.0,1.555,0.21
5058.0,0.798764,-0.37
6177.0,0.906,-0.4
4653.0,0.659,-0.02
3022.0,0.242745,-0.02
5948.0,1.403,-0.02
5854.0,1.546,0.34
5596.0,0.35,-0.02
6202.0,1.586,0.141
5060.0,0.82,0.28
5596.0,0.92,-0.02
6120.0,2.0,0.02
6210.0,1.033,-0.1
3745.0,0.568,0.11
5946.0,1.779,-0.02
5661.0,1.691,-0.02
5841.0,1.235,0.12
4972.0,0.627,-0.58
6254.0,1.706,-0.26
5050.0,0.832,0.22
4257.0,0.602,-0.3
5460.0,0.9105,0.146
5095.0,0.78,0.02
5861.0,0.872,-0.18
5195.0,0.699,-0.36
6446.0,1.155,-0.1
3304.0,0.286178,-0.02
5871.0,1.46198,-0.02
4221.0,0.56,-0.44
5854.0,2.192,-0.02
3691.0,0.53,-0.02
3809.0,0.606,-0.02
5690.0,1.06,0.07
3272.0,0.242121,-0.02
5596.0,0.696,-0.02
6169.0,1.168,-0.02
6064.0,2.9,-0.02
5945.0,1.39,0.1
6484.0,1.173,-0.08
6184.0,1.038,-0.06
4258.0,0.58,-0.3
5833.0,1.03,0.02
4929.0,0.71,-0.02
6190.0,1.401,-0.1
5071.0,0.811,-0.02
6230.0,2.02,0.22
4587.0,0.7,0.03
6362.0,1.1,-0.02
5665.0,1.095,0.48
6351.0,1.31,0.01
6270.0,1.404,-0.02
6387.0,1.381,0.2
5243.0,0.7934,-0.02
3436.0,0.379,-0.02
6061.0,0.97,-0.1
5547.0,0.92,0.04
5589.0,0.974,0.48
5596.0,0.785,-0.02
5058.0,0.81833,-0.02
5430.0,1.71,0.2
5903.0,1.47,0.16
6306.0,1.79,-0.02
4476.0,0.69,-0.02
5568.0,0.86,-0.11
6659.0,1.8,-0.02
5060.0,0.77,-0.03
5804.0,1.01,-0.02
3830.0,0.54,0.03
5847.0,1.2564,0.11
5713.0,0.85,-0.02
5818.0,1.1,-0.02
3575.0,0.58,-0.02
4764.0,0.699017,-0.13
6046.0,1.007,0.07
6213.0,1.486,-0.055
5869.0,1.626,-0.16
5430.0,1.71,0.2
5773.0,1.094,0.038
6422.0,1.173,-0.06
4364.0,0.71,0.15
3726.0,0.47,-0.12
6223.0,1.24,-0.02
5936.0,1.374,-0.02
5558.0,0.8,-0.02
6174.0,1.318,0.02
5938.0,1.129,-0.02
5529.0,0.832,-0.2
5866.0,1.439,0.32
3891.0,0.57,-0.02
5380.0,0.912,0.206
5342.0,0.8566,-0.303
5145.0,0.79,-0.02
6000.0,1.126,0.06
6474.0,1.242,-0.16
5764.0,1.069,0.239
5383.0,0.759,-0.22
5032.0,0.593,-0.96
5485.0,0.867,0.21
5970.0,1.3137,-0.373
6475.0,1.178,-0.06
5486.0,0.961,0.14
6053.0,1.277,-0.1
5676.0,1.066,-0.02
4197.0,0.6,-0.12
6166.0,1.397,0.09
5749.0,0.978,-0.08
4294.0,0.504,-1.0
5220.0,0.677,-0.54
5610.0,0.94,-0.19
5822.0,0.986,-0.1
4679.0,0.72,-0.02
5266.0,0.788,-0.2
5522.0,0.87,-0.04
5171.0,0.8,-0.03
4002.0,0.69132,-0.02
6163.0,1.406,-0.06
5514.0,1.043,0.02
5714.0,1.19,-0.02
5733.0,0.855,-0.12
4356.47,0.744261,-0.02
4954.0,0.76,0.04
4757.0,0.762,0.02
5013.0,0.657,-0.54
6014.0,1.13,0.02
5238.0,0.84,-0.02
5842.0,1.212,-0.18
5823.0,1.523,-0.02
5930.0,1.052,-0.04
5596.0,1.144,-0.02
5546.0,0.956,0.44
5427.0,0.929,0.16
3461.0,0.424,-0.07
5861.0,0.835,-0.32
6201.0,1.31,-0.14
3600.0,0.4144,-0.28
6143.0,1.116,-0.2
4980.0,0.734,-0.04
6956.0,1.744,-0.06
6321.0,1.273595,-0.23
3204.0,0.290216,-0.02
6185.0,1.27,0.05
5520.0,2.74429,-0.02
4246.0,0.552,-0.02
5252.0,0.898,0.04
6312.0,1.259,-0.2
4493.0,0.672,0.06
6674.0,1.48714,-0.02
4622.0,0.674,-0.02
4875.0,0.805,-0.03
4214.44,0.732115,-0.02
5724.0,0.862,-0.4
4650.0,0.706,-0.04
5596.0,0.938,-0.02
5877.0,1.963,0.04
4499.0,0.639,-0.26
3609.0,0.422,-0.06
5936.0,0.965,0.07
6153.0,1.14582,-0.02
6277.0,1.207,-0.1
3584.0,0.45,0.0
3375.0,0.37,-0.02
5887.0,1.843,-0.18
3800.0,0.6,0.04
4904.0,0.772,0.0
6083.0,1.382,-0.02
4807.0,0.601,-0.02
5748.0,1.04,0.27
6133.77,1.23,-0.02
5578.0,1.497,0.14
3652.0,0.48,0.18
3540.0,1.05,-0.02
6501.0,1.854,0.1
5430.0,0.86,0.1
5775.0,0.768,-0.52
5602.0,0.89,-0.02
6390.0,1.683,0.21
5775.0,1.114,-0.34
6341.0,1.033,-0.24
5596.0,0.92,-0.02
6055.0,1.03,-0.02
4485.0,0.598,-0.02
5633.0,0.94,-0.053
5596.0,0.215,-0.25
5895.0,2.014,0.14
3853.0,0.62326,-0.02
4821.0,0.817034,-0.02
4953.0,0.798,0.22
4062.02,0.580337,-0.02
5755.0,0.99,0.03
4947.0,0.868,0.36
5288.0,0.74,-0.02
3444.0,0.375994,-0.02
3762.0,0.53,-0.11
5367.0,1.807,-0.02
6370.0,1.44,0.03
5121.0,0.76,-0.17
5391.0,0.8,0.13
5589.0,1.218,0.3
6277.0,1.31,0.199
6124.0,1.007,-0.34
5897.0,4.015,-0.16
5155.0,0.778,-0.06
4827.0,0.729,0.14
6522.0,1.528,-0.54
5664.0,0.86,-0.02
5440.0,0.898,-0.02
3328.0,0.308799,-0.02
6498.0,1.2427,-0.02
4915.0,0.773,0.0
5596.0,0.371,-0.02
6730.0,1.52,-0.1
5044.0,0.77,-0.03
6244.0,1.234,-0.02
6065.0,1.006,-0.28
4127.0,0.621,-0.02
5664.0,0.86,-0.02
6136.25,1.4874,-0.02
5664.0,1.054,-0.34
5970.0,0.908,-0.18
5735.0,0.854,-0.14
5952.0,1.19,-0.02
5890.3,1.28018,-0.35
4718.0,0.67,-0.02
5664.68,1.17554,-0.02
4513.0,0.722,0.16
5045.0,0.742,-0.02
5543.0,0.566,-0.543
3547.0,0.42,-0.02
5624.0,0.94,0.06
6180.0,1.76,0.21
3522.0,0.48,-0.02
3065.0,0.2019,-0.09
5451.0,0.944511,-0.02
5977.0,1.006,-0.02
5600.0,1.112,0.12
6034.0,0.95,-0.02
5675.0,1.046,0.16
5157.0,0.818,-0.08
4230.0,0.708,0.41
5763.0,1.098,-0.02
6035.0,1.135,-0.14
5533.0,0.89,0.04
4099.0,0.727642,-0.02
5926.0,1.247,-0.02
4377.0,0.651,-0.02
5600.0,1.02095,-0.02
5418.0,0.888,0.36
5463.0,0.915,-0.02
6082.0,1.09,-0.02
5090.0,2.738,-0.02
5643.0,0.915519,-0.02
6071.0,1.107,-0.14
5722.0,1.561446,0.04
5529.0,1.025,0.162
5972.0,1.112,-0.02
5136.0,0.81,0.18
5675.0,0.910305,-0.01
6124.0,1.254,0.016
5093.0,0.847,0.08
4021.0,0.462,-0.02
3179.0,0.240233,-0.02
5397.0,0.82447,-0.08
5340.0,1.138,0.18
5969.0,0.94,-0.02
5446.0,0.766,0.0
3985.0,0.55,-0.26
6499.0,1.169,-0.1
3266.0,0.425,0.357
5485.0,0.87,-0.03
6140.0,1.09,-0.13
6045.0,2.112,-0.02
6461.0,1.529,-0.1
5185.0,0.793,-0.06
5720.0,1.035,0.25
5550.0,0.91,0.05
5106.0,0.796,-0.02
5665.0,0.968,0.1
5608.0,0.985,-0.02
5596.0,0.923,-0.02
3664.0,0.539,-0.11
4486.0,0.460589,-0.21
5683.87,1.07976,-0.02
5937.0,0.832,-0.4
4669.0,0.782888,-0.02
5541.0,0.81,0.02
6421.0,1.296,-0.03
5709.0,0.95,0.14
5596.0,0.616,-0.02
5563.0,0.927,0.014
4848.0,0.769,0.34
5675.0,0.84,-0.02
6321.0,1.25,-0.02
5216.0,0.8418,0.248
5880.0,0.917,-0.06
3512.0,0.59,0.19
5692.0,1.265,-0.04
5787.0,0.845,-0.02
4900.0,3.13,0.09
5695.0,0.936,0.16
6616.0,1.298,0.07
3360.47,0.330989,-0.02
3799.0,0.492,-0.2
6199.0,1.24,-0.03
5302.3,0.93,-0.02
6210.0,1.309,0.18
6131.0,1.24,0.04
5427.0,0.86,-0.02
5999.55,1.09414,-0.02
5485.0,0.867,0.21
6049.0,0.845,-0.46
6079.0,0.945,-0.2
5312.0,1.445,0.34
3707.0,0.622,0.501
5844.0,1.016,0.156
5522.0,0.87,-0.09
5392.9,1.27,-0.02
5315.0,0.79,-0.09
6029.0,1.6,0.31
6066.19,1.4457,0.2142
5611.0,0.91,-0.04
4069.0,0.525,-0.02
4900.0,0.687,-0.02
5818.0,1.01,-0.02
4160.1,0.87,-0.02
5946.0,1.239,-0.257
6223.0,1.31,0.0
6299.0,1.167,0.21
6274.0,1.925,0.119
5596.0,1.345,-0.02
5110.91,0.747752,-0.02
6120.0,2.0,0.02
5750.0,2.541,0.38
4500.0,0.677,-0.02
5377.0,0.971,0.018
5616.0,0.988,-0.04
5767.0,0.932,-0.02
5064.0,0.823883,-0.02
5768.0,1.123168,0.12
5668.0,2.437,0.14
5694.0,0.84,-0.02
5988.0,1.236,-0.12
3887.0,0.48,-0.36
5499.0,0.9,0.07
5961.0,1.08,0.01
5596.0,0.92,-0.02
5854.0,2.192,-0.02
5910.0,0.897,-0.02
5415.89,0.827372,-0.02
5478.0,0.855,-0.17
5844.0,1.02,-0.01
6208.0,1.009,-0.16
3369.0,0.42,0.48
5089.0,1.945,0.12
5862.0,1.307,-0.1
5305.0,1.154,-0.02
5891.0,1.83,0.12
5596.0,0.984,-0.02
5266.0,0.788,-0.2
6180.0,1.52,-0.02
3672.0,0.49,0.09
6217.0,2.63,0.21
5664.0,1.058,-0.24
5963.0,0.93,-0.02
6187.0,1.034,-0.26
5480.0,1.49,-0.02
5640.0,1.515,0.14
5757.0,1.068,-0.02
6010.0,1.318,-0.02
6517.0,1.159,-0.14
4859.0,0.707,-0.34
6228.0,1.049,-0.08
5403.0,0.868,0.0
6351.0,1.62,-0.02
5118.0,0.801,0.4
4392.0,0.61,-0.25
4869.0,0.77,-0.09
5427.0,0.945,-0.16
5721.0,0.968,-0.32
5355.0,0.803,0.0
5178.0,0.729,-0.27
5746.0,0.98,0.02
5251.0,0.87,0.256
5022.0,0.77,-0.02
5596.0,0.284,-0.02
3893.0,0.57,-0.02
5373.0,0.83,-0.08
5895.0,0.94,-0.02
3754.0,0.515,-0.02
5471.0,1.118,-0.02
5326.0,0.832,-0.41
5794.0,1.0,-0.02
6039.0,1.11,-0.07
5200.0,0.84,0.2
5169.47,0.928,-0.02
3436.0,0.22,-0.54
3770.0,0.5066,-0.16
5326.0,0.832,-0.41
4491.0,0.682,-0.01
5178.0,0.818,0.16
5597.0,1.179,-0.088
5596.0,0.92,-0.02
3632.0,0.38,-0.34
6141.0,1.086,-0.02
6091.0,1.01,-0.04
3713.0,0.47,-0.12
5271.0,0.960919,-0.02
4998.0,0.76,-0.02
5797.0,1.02,0.03
4926.0,0.71,-0.02
6207.0,1.82,-0.02
3682.0,0.44,-0.11
5658.0,0.815,-0.22
5928.0,1.077775,0.23
5265.0,1.002,0.46
5150.0,1.78,0.15
6457.0,1.735,-0.113
5807.0,0.922,0.07
4928.0,1.022,-0.221
4105.0,0.69386,-0.02
3490.0,0.329,-0.02
5982.0,0.879,-0.28
6152.0,1.19,-0.02
5046.0,0.752,-0.55
5874.0,0.89,-0.02
5596.0,0.92,-0.02
3435.0,0.384,-0.06
5738.0,1.238,-0.1
5583.0,1.007,0.02
6006.0,1.082,0.07
6335.0,1.4,0.04
5596.0,0.92,-0.02
5723.87,0.864173,-0.02
5596.0,0.92,-0.02
5360.0,0.846,0.1
5596.0,0.367,-0.02
5889.0,1.412,0.49
6689.0,1.335,-0.02
6087.0,1.226,-0.02
4563.0,0.642,-0.32
5232.0,0.891,-0.02
5556.0,1.18,-0.02
6042.0,0.96,-0.02
5596.0,0.639,-0.02
5767.0,0.881,-0.06
5787.0,0.96,-0.02
5596.0,0.75,-0.02
4551.0,0.68,0.0
5730.0,0.87,-0.06
6123.0,1.107,0.14
4360.0,0.697,0.11
5668.15,0.986943,-0.02
3572.0,0.419,-0.19
3497.0,0.232,-0.02
6549.0,1.438,-0.16
6214.0,1.4,-0.02
6509.8,1.8,-0.02
3727.0,0.5,0.04
5387.0,1.671,-0.42
5327.0,0.82,-0.023
5099.0,0.812,0.05
5675.0,1.042,-0.18
6008.0,1.003,-0.14
3724.0,0.414,-0.4
5404.0,1.167,0.24
6100.0,1.083,-0.12
5446.0,0.766,0.0
5990.0,0.93,-0.02
6137.02,1.91334,-0.02
5646.0,0.932,0.12
5291.0,0.866,-0.044
5544.0,0.96,-0.02
3866.0,0.598,0.26
4590.0,0.751825,-0.02
4367.0,0.452,-1.46
2850.0,0.1556,-0.028
4806.0,0.729,-0.1
5749.0,1.33066,-0.02
3354.0,0.3578,0.265
2960.0,0.171,-0.09
5253.0,2.361,-0.02
4486.0,0.577,-0.02
5684.0,0.819,-0.24
5349.0,0.889,-0.02
6110.0,1.109,-0.02
5714.0,1.58,-0.02
5283.0,0.839,0.134
5952.0,1.0,-0.02
5166.0,0.678,-0.42
5224.0,0.7511,-0.294
5297.0,0.81,-0.02
5970.0,1.378,-0.02
5625.0,1.06,-0.02
5321.19,0.834386,-0.02
5181.0,0.73,-0.02
3816.0,0.51,-0.05
5620.0,1.509,-0.02
4812.0,0.73,0.0
4530.0,0.657,-0.1
5614.0,0.91,-0.03
5682.0,0.87,-0.02
6141.0,1.712,0.12
3490.0,0.329,-0.02
5783.0,0.939,0.0
5658.0,0.948,-0.2
5278.0,0.843307,-0.02
5822.0,1.75,-0.02
3877.0,0.586,0.21
5372.0,0.86,-0.02
5003.0,0.797,-0.02
6224.0,1.29,0.03
5190.0,0.888,-0.02
5597.99,0.971675,-0.02
5715.0,0.94,-0.05
5200.0,0.88,-0.07
6218.0,1.651,0.156
5900.0,0.951,0.07
6202.0,1.11,0.0
4255.0,0.651,-0.28
4812.0,0.713,-0.04
6099.0,1.147,0.02
5950.0,1.15,-0.02
6289.49,1.58202,-0.02
5378.0,0.94,-0.02
4856.13,0.723757,-0.02
5712.0,1.08,-0.02
6032.0,1.001,-0.02
4528.0,0.624,-0.3
5511.0,0.72,-0.5
6055.0,1.393,-0.09
3866.0,0.551,-0.02
5692.0,1.16,-0.02
5450.0,0.842,0.1
4305.0,0.602,-0.26
5757.0,0.872,-0.08
6412.0,1.04,-0.3
4285.0,0.703,-0.12
5650.0,1.2,0.14
5798.0,0.958,-0.02
6008.0,1.003,-0.14
7225.0,1.831,-0.02
4983.6,0.83,-0.02
5782.0,1.084,-0.034
3698.0,0.444,-0.2
5596.0,0.984,-0.02
6044.0,1.327,-0.24
5657.0,0.93,0.0
5855.0,0.94,-0.02
3415.0,0.303,-0.46
6003.0,1.109,-0.38
6147.0,1.45,0.36
5009.0,0.787,0.18
5618.0,0.95,0.08
5500.0,0.9,0.0
5746.0,1.05,-0.02
5808.0,1.385,0.14
5167.0,0.737,-0.18
5342.0,0.83,-0.02
4843.0,0.74,-0.02
3901.0,0.599,-0.02
6688.0,1.347,0.07
5543.0,0.813,-0.14
7000.0,1.94,-0.02
5278.0,0.815,0.14
5887.0,1.138,-0.16
5688.0,1.46,0.335
5349.0,1.032,0.18
5679.0,1.53012,-0.02
5230.0,0.88,0.38
5634.0,1.043,0.14
4285.0,0.703,-0.12
6384.0,1.904,0.12
5731.0,1.19,-0.24
4955.0,0.795,-0.02
5500.0,0.682,-0.82
5260.0,0.778,-0.06
5101.0,0.67,-0.5
6150.0,1.129,-0.02
4694.84,0.809951,-0.02
5872.0,1.666,0.208
5220.0,0.828,-0.02
5271.0,0.86,-0.06
5292.0,0.797,-0.02
5481.0,0.856226,-0.02
4781.0,0.7,-0.16
5871.0,1.14,0.1
5618.0,1.54,-0.02
4222.06,0.646783,-0.02
5877.0,1.18,-0.02
4900.0,0.772,0.12
3623.0,0.348,0.068
6303.91,1.61034,-0.02
6173.0,1.041,-0.04
27730.0,0.203,-0.02
4261.0,0.633,-0.06
5858.0,1.04,-0.12
5913.0,1.1618,-0.07
3689.0,0.92,-0.16
4995.0,4.16,-0.07
5231.0,0.825125,0.21
4865.6,0.793476,-0.02
3425.0,0.46,-0.02
5638.0,0.902012,-0.03
6461.8,1.33,-0.02
3185.0,0.2775,0.336
4141.0,0.602,-0.02
5450.0,0.842,0.1
5456.0,0.875749,0.13
6057.0,1.467,-0.06
5735.0,0.833,-0.22
5623.0,1.752,-0.11
3194.0,0.287497,-0.02
6167.0,1.064,0.07
4676.0,0.69,-0.14
5779.0,0.86,-0.02
5596.0,0.576,-0.02
5681.95,0.968149,-0.02
5781.0,1.533,0.09
6384.0,1.121,-0.24
5075.0,0.743,0.26
6044.0,1.095,-0.02
5596.0,1.45,-0.02
5596.0,0.507,-0.02
5794.0,1.20424,0.25
5884.0,1.127,-0.22
6240.0,1.241,0.284
6129.0,1.108,-0.02
4991.0,2.935,0.28
6070.0,1.857,0.288
6175.0,1.01,-0.42
5670.0,0.93,-0.02
5763.0,0.957,-0.56
5539.0,1.11,0.18
3720.0,0.495,-0.26
5085.0,1.08,-0.02
3765.0,0.5441,-0.71
5900.0,1.12783,-0.02
5158.0,0.7847,-0.002
5680.0,1.12,0.28
5993.0,0.986,0.07
5711.0,1.375,0.1415
5637.0,0.821,-0.18
5178.0,0.737,-0.02
6072.0,1.659,-0.09
5635.0,1.05,0.136
6040.0,1.21,0.05
4405.0,0.6977,0.208
3421.0,0.37,-0.14
5596.0,0.64,-0.02
5967.0,1.1,0.04
6099.0,1.028,0.02
4385.0,0.706,0.38
5982.9,1.67987,-0.02
5686.0,1.077,-0.02
5169.0,0.8,-0.02
6020.0,1.312,0.24
6357.0,1.17,-0.1
5926.0,0.887,-0.2
4377.53,0.640675,-0.02
6046.0,1.31,0.18
5717.0,1.51,-0.02
3805.0,0.497,-0.1
5586.0,1.05,-0.02
3659.0,0.54,0.376
4930.0,0.742,-0.1
5406.0,0.879,0.2
5451.0,0.85,-0.02
6075.0,0.969,-0.12
6213.0,1.195,0.36
5838.0,1.47,-0.02
6016.4,1.72,-0.02
5517.0,1.2,-0.02
6116.0,1.25,0.06
5390.0,1.104,0.2
6315.7,1.50876,-0.02
5988.0,1.236,-0.12
4743.0,0.81,0.4
6181.58,1.36797,0.107
6153.0,1.109,0.02
4925.0,0.64,-0.37
6126.0,1.079,-0.3
5476.0,0.974,-0.02
6046.0,0.972,-0.08
5924.0,0.91,-0.02
5596.0,0.831,-0.02
6979.2,1.58746,-0.02
5529.0,0.937741,-0.02
4762.0,0.683,-0.21
5620.0,0.84,-0.19
4798.0,0.707,0.0
5490.0,0.85,0.02
3978.0,0.649,0.19
6169.0,1.117,-0.08
5596.0,0.92,-0.02
5212.0,0.87,0.04
5693.0,0.856,-0.08
6011.0,1.494,-0.4
5915.0,1.008,-0.02
3495.0,0.31,-0.02
5105.0,2.90324,-0.02
5070.0,0.9,0.28
3965.0,0.603336,-0.02
5596.0,0.92,0.1
6856.0,1.405,-0.18
6068.0,0.831,-0.5
5700.0,0.95,-0.02
4919.0,0.72,-0.18
